-4.024	-0.747	-2.317	0.014	0.055	-0.001
-2.943	-2.096	-1.616	0.020	0.041	0.009
-3.187	-1.168	-2.257	0.021	0.034	0.001
-3.187	-1.475	-5.741	0.027	-0.011	0.013
-2.848	-1.714	-7.962	0.040	-0.064	0.016
-2.045	-1.453	-12.264	0.045	-0.120	0.032
-1.334	-1.604	-13.995	0.050	-0.168	0.032
-1.148	-1.185	-15.303	0.050	-0.197	0.042
-1.021	-1.518	-18.031	0.033	-0.217	0.065
-0.209	-1.207	-17.763	0.044	-0.222	0.081
-1.014	-0.520	-17.944	0.031	-0.205	0.085
-1.066	-1.567	-18.781	0.034	-0.207	0.130
-0.623	-0.824	-16.465	0.007	-0.169	0.142
-2.142	-0.823	-18.669	-0.022	-0.173	0.173
-0.586	-0.284	-16.814	0.000	-0.174	0.171
-1.937	0.022	-16.996	-0.013	-0.134	0.177
-2.987	-1.045	-16.167	-0.011	-0.106	0.205
-3.824	0.900	-12.439	-0.027	-0.013	0.202
-3.763	-1.152	-8.072	-0.040	0.054	0.194
-3.660	0.827	-3.623	-0.053	0.105	0.170
-3.928	0.588	-2.740	-0.124	0.113	0.170
-3.976	0.239	1.081	-0.150	0.101	0.114
-3.031	1.745	4.234	-0.158	0.139	0.071
-2.068	-1.181	8.535	-0.116	0.178	-0.005
-1.882	-0.517	13.879	-0.065	0.243	-0.057
-1.212	-0.619	18.306	-0.119	0.286	-0.125
-0.121	1.099	24.193	-0.170	0.312	-0.128
-1.834	2.931	28.334	-0.211	0.369	-0.167
-0.566	4.261	27.611	-0.199	0.338	-0.191
-0.647	3.407	26.745	-0.191	0.306	-0.180
-0.664	3.725	22.724	-0.171	0.257	-0.212
-0.773	2.928	21.087	-0.124	0.224	-0.195
-0.574	1.391	18.840	-0.155	0.226	-0.156
-0.565	2.017	17.268	-0.169	0.187	-0.128
-0.589	3.447	15.479	-0.213	0.187	-0.101
0.290	3.029	10.201	-0.226	0.130	-0.052
-0.024	3.829	9.480	-0.151	0.101	-0.050
-0.296	2.983	3.396	-0.117	0.062	-0.011
0.420	2.801	-2.100	-0.094	-0.060	0.001
0.136	3.302	-5.592	-0.085	-0.115	0.010
0.247	2.496	-6.803	-0.065	-0.123	0.020
0.544	2.664	-6.358	-0.051	-0.109	0.027
0.735	3.921	-5.075	-0.032	-0.097	-0.010
3.177	4.152	-6.780	-0.003	-0.167	-0.044
0.968	3.342	-6.557	-0.000	-0.130	-0.037
1.500	2.390	-7.007	0.038	-0.170	-0.086
1.214	5.161	-7.054	0.043	-0.151	-0.098
1.119	2.712	-7.390	0.036	-0.183	-0.096
0.822	5.283	-5.989	0.033	-0.128	-0.104
0.085	4.688	2.083	0.037	0.026	-0.101
-0.921	4.777	5.898	-0.017	0.153	-0.073
-1.524	5.065	8.803	-0.044	0.172	-0.062
-2.510	4.634	5.620	-0.065	0.120	-0.049
-2.842	2.527	2.317	-0.037	0.083	-0.028
-3.957	1.858	3.930	0.008	0.138	-0.010
-4.191	2.179	4.399	-0.011	0.177	0.006
-4.823	2.699	7.851	-0.076	0.239	0.039
-4.265	2.633	9.656	-0.151	0.260	0.060
-4.569	3.119	9.521	-0.157	0.278	0.088
-4.304	2.129	6.549	-0.118	0.234	0.091
-4.292	1.518	-0.114	-0.051	0.133	0.089
-4.246	1.106	-3.212	-0.016	0.076	0.091
-3.306	0.644	-4.943	-0.032	0.033	0.092
-2.265	1.826	-4.181	-0.061	0.013	0.083
-1.714	2.044	-3.646	-0.063	0.008	0.078
-1.055	2.146	-5.984	-0.031	-0.026	0.060
-0.942	2.170	-7.366	0.036	-0.053	0.038
-0.137	1.857	-11.573	0.079	-0.127	0.024
0.054	1.868	-13.213	0.095	-0.164	0.022
0.032	2.408	-12.447	0.093	-0.162	0.001
-0.057	2.755	-11.707	0.090	-0.153	0.001
-0.418	3.294	-8.939	0.099	-0.106	-0.009
-0.683	3.058	-8.560	0.117	-0.081	-0.016
-1.088	3.660	-7.528	0.140	-0.060	-0.027
-1.606	3.370	-7.083	0.138	-0.050	-0.035
-2.068	2.773	-7.515	0.137	-0.056	-0.033
-2.472	3.046	-5.717	0.124	-0.033	-0.032
-2.693	2.831	-5.327	0.114	-0.018	-0.029
-2.487	3.128	-2.633	0.100	0.017	-0.034
-2.273	2.750	0.058	0.072	0.058	-0.025
-2.204	2.787	1.142	0.056	0.070	-0.037
-2.509	2.978	2.632	0.059	0.089	-0.035
-1.732	1.819	0.967	0.052	0.060	-0.037
-1.397	2.032	0.444	0.040	0.044	-0.027
-1.119	1.494	0.047	0.023	0.021	-0.021
-1.213	1.207	-1.618	-0.008	0.001	-0.007
-0.998	1.284	-0.976	-0.010	-0.008	0.003
-0.833	0.357	-3.317	-0.036	-0.032	0.027
-0.121	0.554	-2.313	-0.041	-0.035	0.034
-0.529	0.401	-4.286	-0.049	-0.049	0.048
0.271	-0.105	-4.535	-0.047	-0.069	0.048
-0.191	0.253	-4.503	-0.034	-0.064	0.054
0.324	-0.242	-4.598	-0.030	-0.068	0.040
0.054	0.245	-1.717	-0.021	-0.016	0.053
0.004	1.179	-3.173	-0.024	-0.026	0.026
-0.564	0.701	-1.243	-0.003	-0.016	0.023
-0.850	0.171	-2.543	0.007	-0.010	0.025
-0.523	0.998	-3.073	0.025	-0.029	-0.006
-1.245	1.822	-1.929	0.053	-0.006	-0.014
-0.718	1.328	-2.638	0.074	-0.013	-0.053
-0.605	2.268	0.445	0.103	0.026	-0.059
-1.012	0.924	2.573	0.093	0.038	-0.098
0.504	-1.415	4.203	0.091	0.034	-0.084
2.398	-3.007	5.557	0.081	0.010	-0.095
3.419	-6.261	4.876	0.073	-0.015	-0.095
4.278	-6.883	2.813	0.116	-0.065	-0.092
4.203	-7.216	-1.822	0.133	-0.099	-0.111
3.894	-7.717	-4.413	0.167	-0.131	-0.100
2.621	-6.774	-8.305	0.172	-0.138	-0.099
2.982	-6.162	-10.049	0.186	-0.159	-0.109
1.234	-5.839	-11.767	0.195	-0.168	-0.087
0.663	-6.517	-15.246	0.183	-0.190	-0.068
1.074	-6.785	-15.762	0.199	-0.220	-0.046
-0.683	-5.454	-18.923	0.185	-0.214	-0.033
0.618	-6.203	-18.597	0.177	-0.227	-0.025
0.459	-4.573	-17.710	0.145	-0.206	-0.005
0.159	-4.989	-16.873	0.110	-0.195	-0.008
0.509	-4.961	-11.252	0.094	-0.156	-0.002
-0.154	-4.947	-7.734	0.041	-0.094	0.020
0.972	-3.715	-5.983	0.023	-0.112	0.011
0.032	-2.748	-4.302	-0.016	-0.091	0.022
-0.479	-2.845	-5.099	-0.040	-0.100	0.032
-1.013	-2.485	-5.424	-0.037	-0.119	0.037
-0.552	-2.386	-5.564	-0.062	-0.106	0.031
-0.383	-1.872	-5.582	-0.076	-0.112	0.056
-1.051	-0.922	-2.293	-0.108	-0.050	0.042
-0.997	-1.595	-2.867	-0.133	-0.041	0.075
-1.003	-0.678	-0.890	-0.123	-0.010	0.075
-1.566	-1.365	-2.710	-0.113	-0.006	0.077
-1.548	-0.992	-3.356	-0.104	-0.032	0.090
-2.772	-1.183	-4.256	-0.115	-0.012	0.104
-2.356	-0.097	-6.072	-0.087	-0.038	0.093
-2.446	0.171	-4.380	-0.051	-0.009	0.081
-3.813	1.324	-6.420	-0.022	-0.005	0.067
-4.033	2.186	-3.510	0.021	0.025	0.027
-3.735	2.068	-2.771	0.034	0.051	0.022
-2.718	2.089	-0.523	0.052	0.048	-0.009
-2.559	2.331	1.595	0.045	0.058	-0.044
-1.525	0.944	0.025	0.072	0.010	-0.065
-0.706	0.011	0.669	0.097	-0.023	-0.094
0.154	-0.511	-2.070	0.114	-0.072	-0.109
0.944	-1.087	-0.634	0.127	-0.083	-0.133
0.624	-0.756	-0.101	0.106	-0.063	-0.125
1.769	-0.749	1.128	0.083	-0.086	-0.154
1.742	-0.773	2.613	0.049	-0.076	-0.130
1.550	-0.816	0.795	0.044	-0.096	-0.134
1.523	-0.299	-0.537	0.050	-0.116	-0.135
0.918	-1.352	-0.074	0.026	-0.100	-0.099
1.454	-0.721	-1.166	0.006	-0.111	-0.099
0.469	0.043	0.991	-0.029	-0.069	-0.071
0.667	-0.236	-0.442	-0.051	-0.083	-0.062
0.105	1.023	-0.334	-0.066	-0.076	-0.052
-1.010	0.568	-1.031	-0.094	-0.062	-0.027
-0.507	0.919	-2.261	-0.112	-0.077	-0.025
-0.887	1.423	-0.273	-0.132	-0.053	-0.025
-0.648	1.701	-4.261	-0.167	-0.086	-0.029
-0.611	1.331	-1.848	-0.151	-0.073	-0.035
-0.008	1.137	-3.637	-0.132	-0.104	-0.071
-0.145	1.406	-2.593	-0.125	-0.101	-0.081
0.087	2.686	-0.570	-0.123	-0.070	-0.099
0.037	2.937	1.508	-0.128	-0.006	-0.117
0.102	5.052	6.115	-0.114	0.068	-0.123
-0.501	4.753	6.868	-0.108	0.097	-0.162
-1.609	5.659	6.313	-0.109	0.088	-0.130
-1.233	5.098	4.056	-0.128	0.044	-0.137
-2.324	5.750	5.719	-0.086	0.077	-0.139
-2.776	6.534	6.348	-0.058	0.125	-0.131
-3.390	6.519	8.190	-0.041	0.192	-0.119
-4.148	7.366	10.262	-0.056	0.255	-0.086
-4.855	7.763	11.892	-0.087	0.302	-0.082
-5.318	7.220	12.238	-0.107	0.322	-0.032
-5.116	7.534	12.125	-0.101	0.328	-0.023
-5.360	7.797	9.675	-0.086	0.316	-0.009
-5.524	6.003	9.600	-0.093	0.309	0.017
-4.968	7.298	7.885	-0.100	0.288	0.006
-5.917	6.163	9.222	-0.134	0.311	0.040
-4.940	5.984	8.664	-0.154	0.289	0.032
-5.035	5.721	6.479	-0.190	0.263	0.055
-4.750	5.440	7.828	-0.189	0.253	0.049
-3.933	4.639	6.605	-0.186	0.219	0.028
-3.276	3.975	7.692	-0.173	0.213	0.034
-2.695	3.900	6.480	-0.180	0.185	0.010
-2.979	3.091	6.975	-0.193	0.188	0.010
-2.416	4.505	6.272	-0.217	0.173	0.003
-2.268	3.506	3.929	-0.218	0.130	0.002
-2.128	4.054	4.402	-0.188	0.108	-0.017
-1.908	3.753	1.240	-0.186	0.070	-0.018
-2.042	3.814	3.261	-0.158	0.081	-0.022
-2.545	4.547	3.211	-0.162	0.095	-0.040
-2.755	2.877	4.217	-0.158	0.105	-0.035
-1.954	3.432	5.792	-0.140	0.097	-0.045
-1.178	3.516	5.143	-0.103	0.086	-0.066
-2.751	3.954	5.111	-0.069	0.115	-0.046
-2.477	4.078	5.222	-0.058	0.105	-0.074
-2.415	5.077	3.962	-0.059	0.091	-0.073
-2.198	5.212	5.477	-0.059	0.089	-0.088
-2.662	4.306	2.497	-0.053	0.074	-0.069
-1.953	5.938	2.140	-0.024	0.055	-0.096
-3.016	5.182	-0.306	-0.016	0.037	-0.088
-2.409	4.944	-0.163	-0.003	0.020	-0.092
-1.817	4.678	1.040	-0.007	0.017	-0.104
-0.700	4.566	-0.691	-0.028	-0.006	-0.081
-1.172	4.662	2.829	-0.017	0.029	-0.097
-1.188	4.680	0.075	-0.027	0.024	-0.072
-1.421	3.582	1.287	-0.014	0.026	-0.063
-1.128	3.317	-0.438	-0.024	0.015	-0.034
-0.967	4.091	-2.536	-0.027	-0.017	-0.036
-2.318	3.164	-1.859	-0.022	0.006	-0.004
-1.752	2.484	-3.385	-0.052	0.007	0.013
-1.993	3.897	-0.575	-0.037	0.038	0.020
-2.991	3.550	-1.980	-0.070	0.056	0.036
-3.631	3.058	-1.418	-0.072	0.077	0.072
-4.117	3.587	0.696	-0.047	0.125	0.050
-3.513	3.705	0.364	-0.044	0.124	0.037
-3.930	2.809	4.306	-0.036	0.167	0.052
-4.681	3.588	4.225	-0.054	0.190	0.009
-4.754	3.913	6.082	-0.039	0.188	0.006
-4.407	3.670	7.858	-0.026	0.209	-0.037
-4.359	4.131	6.654	0.001	0.203	-0.054
-4.168	4.387	8.984	0.015	0.206	-0.081
-3.878	4.135	7.780	0.005	0.191	-0.099
-3.367	4.369	8.568	0.018	0.166	-0.113
-3.448	4.730	9.657	0.026	0.193	-0.129
-2.426	3.909	7.972	0.044	0.154	-0.130
-2.072	3.725	9.216	0.057	0.151	-0.136
-0.900	3.188	6.012	0.049	0.100	-0.128
-1.404	3.292	6.073	0.048	0.073	-0.121
-1.679	3.753	4.149	0.034	0.072	-0.106
-0.892	1.978	2.768	0.034	0.038	-0.075
-0.732	4.178	2.297	0.039	0.052	-0.081
-1.175	2.475	-1.232	0.020	-0.020	-0.062
-1.356	2.232	0.021	0.019	-0.005	-0.052
-0.300	3.084	-0.903	0.003	-0.021	-0.067
-0.101	1.943	-0.638	-0.024	-0.011	-0.023
-0.221	2.184	0.958	-0.028	0.012	-0.030
-0.306	2.395	0.357	-0.037	-0.004	-0.045
-1.610	1.395	2.393	-0.049	0.043	-0.010
-0.598	0.908	2.541	-0.051	0.032	-0.041
-1.142	1.901	4.442	-0.057	0.065	-0.026
-1.437	2.229	4.618	-0.078	0.065	-0.050
-1.876	0.253	3.448	-0.101	0.053	-0.008
-2.459	1.451	6.324	-0.073	0.090	-0.040
-1.746	1.695	5.176	-0.085	0.088	-0.056
-1.683	1.650	7.274	-0.088	0.103	-0.029
-2.121	1.544	7.194	-0.092	0.112	-0.055
-2.544	2.552	7.185	-0.056	0.130	-0.058
-2.360	2.577	7.895	-0.024	0.140	-0.077
-2.255	1.330	6.671	-0.021	0.129	-0.050
-2.398	3.608	8.134	-0.001	0.155	-0.083
-2.812	3.309	6.361	-0.027	0.131	-0.064
-2.514	2.850	5.256	-0.054	0.089	-0.047
-2.050	3.092	3.693	-0.023	0.059	-0.051
-2.181	2.787	0.534	0.012	0.030	-0.047
-2.530	2.457	0.149	0.039	0.040	-0.035
-2.327	2.672	-0.613	0.036	0.030	-0.038
-1.616	3.129	1.303	0.004	0.039	-0.033
-2.339	3.586	1.707	-0.005	0.065	-0.018
-2.291	2.415	0.825	-0.005	0.049	-0.012
-2.509	2.783	-0.121	0.018	0.051	0.001
-1.711	2.202	-1.788	0.016	0.008	-0.013
-2.013	2.498	-1.714	0.004	0.005	0.004
-2.555	1.238	-1.754	-0.015	0.012	0.008
-1.368	1.948	-2.309	-0.030	-0.015	0.015
-1.585	2.606	0.765	-0.027	0.037	0.003
-1.766	1.508	-0.687	-0.040	0.026	0.016
-2.173	2.890	2.250	-0.027	0.079	0.006
-1.208	3.102	1.941	-0.020	0.062	-0.028
-1.850	3.104	3.628	-0.031	0.109	0.004
-2.619	3.324	5.626	-0.043	0.139	-0.030
-2.539	3.352	5.714	-0.065	0.124	-0.018
-3.940	2.683	8.923	-0.092	0.200	-0.006
-2.014	3.344	7.232	-0.089	0.147	-0.031
-2.589	4.589	10.003	-0.079	0.180	-0.054
-2.843	3.753	9.519	-0.084	0.193	-0.062
-2.408	4.201	13.286	-0.058	0.241	-0.084
-1.773	4.971	14.947	-0.099	0.264	-0.092
-1.649	4.536	16.649	-0.133	0.264	-0.106
-3.440	5.139	20.194	-0.157	0.330	-0.103
-3.312	4.539	18.754	-0.178	0.326	-0.122
-1.871	4.737	21.620	-0.158	0.325	-0.143
-2.325	4.348	19.214	-0.188	0.301	-0.127
-1.689	4.007	19.061	-0.193	0.269	-0.149
-1.929	4.713	19.581	-0.208	0.285	-0.147
-1.627	4.053	17.856	-0.233	0.271	-0.143
-1.499	4.363	18.843	-0.250	0.256	-0.148
-1.633	4.952	15.691	-0.254	0.234	-0.146
-0.804	4.100	14.187	-0.264	0.202	-0.126
-1.329	3.283	13.158	-0.262	0.181	-0.105
-1.500	4.374	11.453	-0.243	0.162	-0.121
-0.878	3.733	10.242	-0.249	0.120	-0.112
-0.857	4.063	7.811	-0.242	0.103	-0.103
-0.625	3.454	6.936	-0.244	0.076	-0.083
-1.253	3.648	5.716	-0.226	0.070	-0.064
-0.993	3.323	5.662	-0.189	0.060	-0.058
-0.612	3.798	5.531	-0.172	0.048	-0.072
-0.822	3.921	3.682	-0.145	0.043	-0.050
-0.618	3.569	3.089	-0.137	0.028	-0.040
-2.351	2.980	3.137	-0.130	0.055	-0.012
-1.973	4.896	1.891	-0.088	0.050	-0.032
-1.377	4.644	3.001	-0.055	0.057	-0.028
-2.009	4.410	1.532	-0.020	0.059	-0.030
-3.364	4.850	0.950	0.004	0.078	-0.024
-3.154	4.911	2.191	0.035	0.088	-0.043
-3.269	4.721	1.415	0.039	0.097	-0.036
-3.397	5.089	3.158	0.057	0.111	-0.042
-3.659	4.879	1.797	0.062	0.105	-0.057
-3.514	3.417	1.976	0.065	0.085	-0.049
-2.381	2.157	1.356	0.076	0.053	-0.048
-1.033	0.023	-0.545	0.075	0.011	-0.046
-0.371	0.007	-0.464	0.094	-0.019	-0.059
-0.368	-1.119	-1.875	0.069	-0.017	-0.027
0.119	-0.538	-1.706	0.050	-0.030	-0.036
0.492	0.020	-1.232	0.030	-0.041	-0.016
0.219	-0.339	-2.168	0.010	-0.043	-0.016
-0.463	-1.070	-4.700	0.018	-0.081	0.019
0.011	-1.800	-7.417	0.046	-0.122	0.016
-0.002	-2.505	-9.811	0.057	-0.144	0.033
-0.353	-2.236	-7.918	0.036	-0.121	0.058
-0.088	-1.762	-7.892	-0.001	-0.116	0.065
-0.087	-1.435	-7.425	-0.012	-0.123	0.077
-0.499	-1.186	-10.154	-0.019	-0.146	0.104
-0.098	-1.808	-13.524	0.001	-0.200	0.108
-0.159	-0.971	-13.788	0.048	-0.199	0.097
-0.066	-2.142	-16.465	0.050	-0.213	0.133
0.013	-1.196	-14.445	0.040	-0.209	0.111
-0.489	-1.458	-16.157	0.024	-0.209	0.145
-0.157	-1.011	-17.047	0.037	-0.216	0.139
-0.145	-0.039	-18.061	0.082	-0.208	0.142
-0.218	-0.892	-22.185	0.106	-0.250	0.146
-0.543	-0.243	-20.646	0.125	-0.225	0.143
-0.450	0.217	-19.322	0.100	-0.189	0.152
-0.086	0.701	-16.761	0.073	-0.168	0.138
-1.329	0.543	-15.118	0.090	-0.136	0.140
-1.822	-0.670	-17.029	0.093	-0.159	0.131
-0.475	-1.123	-17.225	0.134	-0.180	0.112
-0.844	-3.377	-18.350	0.139	-0.204	0.114
0.021	-4.980	-18.316	0.137	-0.213	0.102
0.601	-5.959	-14.002	0.121	-0.180	0.096
1.308	-6.701	-13.048	0.113	-0.163	0.088
1.335	-8.616	-11.802	0.120	-0.148	0.094
0.741	-8.797	-15.635	0.140	-0.173	0.086
0.874	-8.773	-21.900	0.189	-0.249	0.074
0.891	-9.232	-26.280	0.245	-0.301	0.060
0.038	-9.195	-33.438	0.307	-0.358	0.050
-0.728	-9.169	-36.832	0.416	-0.395	0.026
-0.637	-8.043	-39.347	0.479	-0.390	0.011
-1.192	-6.626	-40.498	0.535	-0.387	-0.012
-1.411	-5.514	-36.645	0.552	-0.338	-0.036
-0.716	-5.644	-37.447	0.551	-0.345	-0.036
-1.995	-3.761	-38.856	0.654	-0.361	-0.071
-2.580	-3.877	-41.759	0.692	-0.395	-0.129
-3.540	-3.459	-44.129	0.753	-0.432	-0.120
-2.526	-3.166	-42.682	0.724	-0.448	-0.159
-2.401	-3.115	-42.809	0.710	-0.457	-0.156
-2.375	-2.895	-38.993	0.706	-0.413	-0.187
-2.333	-3.058	-37.218	0.674	-0.364	-0.198
-1.598	-3.354	-34.420	0.681	-0.341	-0.207
-1.238	-3.352	-32.269	0.630	-0.320	-0.217
-0.987	-4.295	-30.743	0.612	-0.330	-0.215
-2.196	-5.700	-29.267	0.545	-0.318	-0.187
-1.848	-6.392	-28.486	0.493	-0.331	-0.167
-2.490	-6.872	-27.089	0.442	-0.316	-0.147
-3.165	-7.708	-24.722	0.372	-0.282	-0.103
-2.986	-8.641	-26.189	0.325	-0.289	-0.069
-3.829	-8.330	-25.179	0.296	-0.260	-0.030
-3.789	-9.312	-27.869	0.260	-0.280	0.010
-5.062	-9.206	-30.510	0.244	-0.280	0.051
-4.533	-8.470	-29.538	0.221	-0.280	0.069
-5.287	-8.057	-35.038	0.199	-0.316	0.112
-5.757	-7.707	-33.601	0.196	-0.316	0.122
-5.904	-6.839	-35.389	0.185	-0.323	0.154
-5.554	-5.479	-37.824	0.207	-0.368	0.145
-4.784	-4.732	-37.083	0.205	-0.375	0.146
-4.372	-3.653	-39.871	0.206	-0.412	0.142
-5.251	-4.210	-38.304	0.198	-0.402	0.149
-3.997	-2.896	-40.787	0.183	-0.424	0.154
-3.589	-3.059	-40.081	0.192	-0.439	0.143
-2.822	-2.184	-40.813	0.189	-0.457	0.128
-2.723	-2.388	-40.019	0.187	-0.462	0.099
-2.781	-1.177	-36.814	0.174	-0.425	0.093
-2.371	-1.925	-33.984	0.134	-0.391	0.106
-1.903	-1.489	-30.787	0.129	-0.370	0.083
-1.698	-1.962	-27.940	0.106	-0.337	0.089
-1.349	-2.255	-25.670	0.079	-0.302	0.090
-2.561	-1.862	-21.799	0.079	-0.243	0.093
-2.281	-1.777	-19.909	0.044	-0.203	0.086
-2.523	-1.591	-17.599	0.039	-0.174	0.089
-2.530	-2.053	-14.339	0.021	-0.143	0.084
-3.207	-2.398	-13.331	-0.001	-0.099	0.102
-3.751	-2.178	-11.011	0.008	-0.059	0.103
-3.430	-0.961	-10.749	0.010	-0.036	0.091
-3.456	-1.134	-10.579	0.031	-0.042	0.075
-4.043	-1.006	-8.905	0.026	-0.016	0.074
-3.972	-0.741	-9.400	0.006	-0.020	0.070
-3.403	-0.163	-9.108	0.012	-0.035	0.052
-2.961	-1.509	-9.516	0.010	-0.053	0.058
-2.377	-0.293	-11.561	0.043	-0.088	0.028
-2.181	-1.274	-11.491	0.066	-0.116	0.021
-1.261	-2.060	-15.779	0.061	-0.179	0.034
-1.357	-0.549	-14.419	0.055	-0.165	0.023
-1.038	-0.279	-13.999	0.045	-0.172	0.023
-0.395	-0.790	-14.904	0.035	-0.187	0.042
-0.641	-0.319	-14.375	0.041	-0.170	0.058
-1.249	-0.442	-15.844	0.034	-0.156	0.083
-1.800	-0.838	-16.060	0.057	-0.146	0.120
-1.210	0.709	-16.024	0.034	-0.138	0.114
-3.327	0.194	-14.558	0.026	-0.074	0.149
-2.759	-0.173	-10.570	-0.006	-0.026	0.149
-1.906	1.989	-6.842	-0.078	0.012	0.125
-3.136	1.748	-1.706	-0.136	0.068	0.129
-2.119	1.100	0.755	-0.159	0.106	0.100
-1.677	0.635	3.920	-0.085	0.138	0.034
-2.264	-0.717	9.599	-0.101	0.233	0.008
-1.650	0.002	17.527	-0.173	0.327	-0.055
-1.783	1.997	24.679	-0.241	0.408	-0.064
-1.521	2.538	32.316	-0.283	0.494	-0.113
-1.635	3.869	31.432	-0.284	0.465	-0.129
-1.382	3.912	30.456	-0.286	0.424	-0.177
-2.273	3.954	28.305	-0.286	0.408	-0.195
-1.709	2.532	28.347	-0.231	0.367	-0.212
-1.785	1.362	27.496	-0.250	0.375	-0.181
-2.291	2.291	26.604	-0.270	0.360	-0.172
-0.936	3.351	23.659	-0.328	0.336	-0.155
0.307	4.121	19.752	-0.341	0.288	-0.101
-0.198	3.700	16.109	-0.272	0.231	-0.083
-0.887	2.463	9.589	-0.211	0.152	-0.021
-0.284	2.379	-0.259	-0.173	-0.013	-0.008
0.146	4.229	-5.739	-0.141	-0.097	0.020
1.745	3.882	-10.737	-0.138	-0.181	0.031
0.472	4.007	-11.828	-0.124	-0.162	0.082
0.945	4.544	-10.462	-0.062	-0.128	0.067
1.432	5.973	-12.511	0.004	-0.153	0.036
3.473	4.337	-14.413	0.068	-0.228	0.027
1.543	3.616	-14.949	0.084	-0.213	0.010
0.465	3.892	-16.260	0.057	-0.262	-0.019
0.945	6.485	-16.234	0.077	-0.278	-0.072
2.830	5.474	-16.050	0.078	-0.290	-0.069
1.577	4.917	-11.671	0.088	-0.207	-0.075
-0.064	6.091	-8.259	0.075	-0.109	-0.081
-1.010	7.151	-1.414	0.050	0.021	-0.090
-1.296	6.409	4.730	0.024	0.133	-0.081
-1.201	6.263	7.207	0.005	0.195	-0.068
-3.024	6.414	8.755	-0.021	0.235	-0.053
-3.930	4.502	6.419	-0.052	0.197	-0.023
-4.525	4.910	5.924	-0.056	0.182	-0.025
