Lift Mean,Drag Mean,Phase Angle,Velocity,AOA
0.416284732142858,1.15052991071429,280,9,0
0.509732342105263,1.23692718421053,320,9,0
0.559904192307692,1.07167423076923,360,9,0
0.528830891891892,0.748534324324326,40,9,0
0.425057894736842,0.491884947368421,80,9,0
0.0272013748342091,1.06333450553334,0,10,2.5
-0.501571320479531,0.309565187528942,120,10,2.5
-0.586880329657665,0.437612534344649,160,10,2.5
-0.564755556590999,0.640875346600611,200,10,2.5
-0.398280101198402,1.0316853732871,240,10,2.5
-0.230068555679066,1.30763816174211,280,10,2.5
-0.0795437400621284,1.31801453585249,320,10,2.5
0.0285043234118605,1.15963428678081,360,10,2.5
-0.0364983288328288,0.7637251255062,40,10,2.5
-0.268424454463816,0.258605564331294,80,10,2.5
0.256126238521047,1.5596533188592,0,12,2.5
-0.294118270489577,0.486126711855404,120,12,2.5
-0.453368197968316,0.875022265342324,160,12,2.5
-0.415319849599484,1.40362960321321,200,12,2.5
-0.212907413807618,1.81300094508534,240,12,2.5
-0.11975025792363,1.90266195588964,280,12,2.5
0.0406354787625764,1.84626428919356,320,12,2.5
0.175739723916259,1.67137930548083,360,12,2.5
0.204774781898564,1.1346494425287,40,12,2.5
-0.0707636016101684,0.467423468619565,80,12,2.5
0.333133786849172,2.04328840832567,0,14,2.5
-0.228335905045909,0.762302771033949,120,14,2.5
-0.393921751835019,1.3573486029546,160,14,2.5
-0.32240832894885,1.97604260091065,200,14,2.5
-0.0912129139480357,2.47518147288065,240,14,2.5
-0.0276928664588054,2.60381103861549,280,14,2.5
-0.012961621756743,2.37635811564068,320,14,2.5
0.143369195621252,2.198729061166,360,14,2.5
0.304107165940726,1.41597791549227,40,14,2.5
-0.00800785029887901,0.515963885766864,80,14,2.5
-0.205052515286948,0.715190344617079,0,8,2.5
-0.605357484430159,0.125113228050652,120,8,2.5
-0.665342260914089,0.197420135557848,160,8,2.5
-0.646130893263176,0.290507998854984,200,8,2.5
-0.473804951733047,0.644640245675313,240,8,2.5
-0.345138097273171,0.895613927933816,280,8,2.5
-0.217366645818095,0.911359714711042,320,8,2.5
-0.152160998348203,0.769814223034617,360,8,2.5
-0.238883950864712,0.504571795272803,40,8,2.5
-0.436546362572908,0.129681643297323,80,8,2.5
0.6350767361808,1.19297516770672,0,10,5
0.121880196538341,0.186426173827094,120,10,5
-0.00856610510283374,0.309427658183237,160,10,5
-0.00593385496244763,0.502516329538385,200,10,5
0.0803870367988269,0.820762440781615,240,10,5
0.203543109823061,1.11730496697406,280,10,5
0.456586566862209,1.35135591314395,320,10,5
0.622777799838733,1.2364883175103,360,10,5
0.644745439236651,0.982038821842575,40,10,5
0.498950299681372,0.602922024292465,80,10,5
0.816596977354609,1.43345024370124,0,12,5
0.1274731185424,0.402131621553791,120,12,5
0.169600689525431,0.944842986887106,160,12,5
0.177550571163925,1.47726506289647,200,12,5
0.330532282580324,1.78226814909679,240,12,5
0.447275513192692,1.92898176533555,280,12,5
0.624530476311592,1.74990120882959,320,12,5
0.784532286155807,1.58032894639422,360,12,5
0.8246329793119,1.15471600950728,40,12,5
0.45316284545647,0.477935209925531,80,12,5
1.07070673345157,2.11803058645126,0,14,5
0.0435981698037075,0.317859604854814,120,14,5
-0.0699892939606054,0.99877837667084,160,14,5
-0.0406647646239271,1.56537565009307,200,14,5
0.219013467331095,2.42617340369984,240,14,5
0.22678304593059,2.12188368618412,280,14,5
0.521101566716217,2.10032600501259,320,14,5
0.772793301208135,1.91901882013545,360,14,5
0.846242026562473,1.35947087806729,40,14,5
0.406400072970394,0.464478882590703,80,14,5
0.233664306129126,0.748841207575923,0,8,5
-0.0419397345583291,0.074644947032503,120,8,5
-0.131338467181266,0.13567973402561,160,8,5
-0.0930288363981153,0.266345740743491,200,8,5
0.0625699041181016,0.651517748197542,240,8,5
0.19921330621116,0.953262033503206,280,8,5
0.337884807834724,0.87852562089735,320,8,5
0.415271888030881,0.755941232640466,360,8,5
0.376609738577606,0.602247219700385,40,8,5
0.155275304927069,0.196241742091797,80,8,5
1.76900747582325,1.18328638592267,0,10,-2.5
