# drag,lift,t
3.205096360053378279e-01,5.865155987775980684e+00,0.000000000000000000e+00
3.198340862992092304e-01,5.828340526509426134e+00,1.000000000000000021e-03
1.528611588660284092e-02,6.627704972135399775e-01,2.000000000000000042e-03
1.143610787335211203e-02,5.697138367567246009e-01,3.000000000000000062e-03
9.945291203329939891e-03,5.145563307914640117e-01,4.000000000000000083e-03
8.538405677306806774e-03,4.602124124933090754e-01,5.000000000000000104e-03
7.264555996926294786e-03,4.086572930297757700e-01,6.000000000000000125e-03
5.993840276637896029e-03,3.585466419804079208e-01,7.000000000000000146e-03
4.662246013218892225e-03,3.094490848044524900e-01,8.000000000000000167e-03
3.225707431107046729e-03,2.611135869033042178e-01,9.000000000000001055e-03
1.655189678260240776e-03,2.134185779590883347e-01,1.000000000000000021e-02
-6.826019017802827365e-05,1.663114135233091095e-01,1.099999999999999936e-02
-1.956271318615462017e-03,1.197792522625717032e-01,1.200000000000000025e-02
-4.014957640249619368e-03,7.383215420589453459e-02,1.300000000000000114e-02
-6.246149574382504552e-03,2.849323849874470932e-02,1.400000000000000029e-02
-8.648276655734634874e-03,-1.620721946776582795e-02,1.499999999999999944e-02
-1.121702670369392925e-02,-6.023538393468438196e-02,1.600000000000000033e-02
-1.394585615199819481e-02,-1.035560691835909486e-01,1.700000000000000122e-02
-1.682639746139516154e-02,-1.461340989667729295e-01,1.800000000000000211e-02
-1.984784617017912658e-02,-1.879187030170377803e-01,1.899999999999999953e-02
-2.299930448751529716e-02,-2.288796270552199141e-01,2.000000000000000042e-02
-2.627445856288753573e-02,-2.690848689909245417e-01,2.100000000000000130e-02
-2.965641463465566730e-02,-3.084331174441684587e-01,2.199999999999999872e-02
-3.313182426249764584e-02,-3.468966117993723675e-01,2.299999999999999961e-02
-3.668679290889525352e-02,-3.844472497861403104e-01,2.400000000000000050e-02
-4.030727249694569803e-02,-4.210609568179730089e-01,2.500000000000000139e-02
-4.397907811472311079e-02,-4.567157117371604680e-01,2.600000000000000228e-02
-4.768799075080240590e-02,-4.913912909600887113e-01,2.699999999999999969e-02
-5.141985474904670755e-02,-5.250691156597141473e-01,2.800000000000000058e-02
-5.516066963557702402e-02,-5.577321794951997092e-01,2.900000000000000147e-02
-5.889667384031424535e-02,-5.893649985174670425e-01,2.999999999999999889e-02
-6.261442035845868337e-02,-6.199535713115472690e-01,3.099999999999999978e-02
-6.630084477665945664e-02,-6.494853458948411928e-01,3.200000000000000067e-02
-6.994332616072898579e-02,-6.779491926292615656e-01,3.300000000000000155e-02
-7.354096758688022373e-02,-7.055429864807146734e-01,3.400000000000000244e-02
-7.708556255870299689e-02,-7.323274741709965285e-01,3.500000000000000333e-02
-8.051811454687932135e-02,-7.574112449150098847e-01,3.600000000000000422e-02
-8.386059229473888377e-02,-7.813841839424809921e-01,3.699999999999999817e-02
-8.710370137670059298e-02,-8.042499768927333648e-01,3.799999999999999906e-02
-9.023850973533451003e-02,-8.260075998453472179e-01,3.899999999999999994e-02
-9.325673737101788929e-02,-8.466563632548073093e-01,4.000000000000000083e-02
-9.615080947098869624e-02,-8.661966268100442790e-01,4.100000000000000172e-02
-9.891388405169622422e-02,-8.846301050909572972e-01,4.200000000000000261e-02
-1.015398630420219356e-01,-9.019599374738407338e-01,4.300000000000000350e-02
-1.040233967902827739e-01,-9.181907075721358336e-01,4.399999999999999745e-02
-1.063598842232131997e-01,-9.333284507435022359e-01,4.499999999999999833e-02
-1.085454694724673902e-01,-9.473806609918038468e-01,4.599999999999999922e-02
-1.105770352928171774e-01,-9.603562991451759512e-01,4.700000000000000011e-02
-1.124521934833944831e-01,-9.722658020108053689e-01,4.800000000000000100e-02
-1.141692724983815049e-01,-9.831210917550200490e-01,4.900000000000000189e-02
-1.157273024393578875e-01,-9.929355848868591794e-01,5.000000000000000278e-02
-1.171259976264675540e-01,-1.001724200351816307e+00,5.100000000000000366e-02
-1.183657369520967062e-01,-1.009503366397802582e+00,5.200000000000000455e-02
-1.194475422263177877e-01,-1.016291026012462240e+00,5.299999999999999850e-02
-1.203730547230224546e-01,-1.022106640771774266e+00,5.399999999999999939e-02
-1.211445101423602178e-01,-1.026971193104318392e+00,5.500000000000000028e-02
-1.217647122025397599e-01,-1.030907186983792023e+00,5.600000000000000117e-02
-1.222370050759587629e-01,-1.033938647160056457e+00,5.700000000000000205e-02
-1.226258796349375402e-01,-1.037345792518770127e+00,5.800000000000000294e-02
-1.228780246031398043e-01,-1.039990371651945189e+00,5.900000000000000383e-02
-1.229203972732281491e-01,-1.040288496117061534e+00,5.999999999999999778e-02
-1.228312614074019010e-01,-1.039774283380139108e+00,6.099999999999999867e-02
-1.226170920649739676e-01,-1.038496887248131939e+00,6.199999999999999956e-02
-1.222839437524001899e-01,-1.036490655268794914e+00,6.300000000000000044e-02
-1.218381761058454638e-01,-1.033790832178875352e+00,6.400000000000000133e-02
-1.212864243840233586e-01,-1.030433598321991662e+00,6.500000000000000222e-02
-1.206355948930848965e-01,-1.026456575421375250e+00,6.600000000000000311e-02
-1.198928400967508162e-01,-1.021898886079503965e+00,6.700000000000000400e-02
-1.190655313003973481e-01,-1.016801143376134142e+00,6.800000000000000488e-02
-1.180452316667305740e-01,-1.008678663713895363e+00,6.900000000000000577e-02
-1.169175706681131743e-01,-9.991961014214766346e-01,7.000000000000000666e-02
-1.159112574882444069e-01,-9.931871287766292911e-01,7.100000000000000755e-02
-1.148588226595549516e-01,-9.869152787548203243e-01,7.200000000000000844e-02
-1.137654950430121298e-01,-9.803672140666194190e-01,7.299999999999999545e-02
