Drag (N),Lift (N),Time (s)
-1.12428377528329,0.0785103949021915,0
-1.06217795059177,-0.00551363060660584,0.000938967136150235
-0.999006162668197,-0.0880536666961938,0.00187793427230047
-0.93478949026222,-0.169179544724634,0.0028169014084507
-0.869624136752577,-0.248779971582545,0.00375586854460094
-0.803459835930235,-0.326881651760701,0.00469483568075117
-0.736348277200909,-0.403486857194018,0.00563380281690141
-0.668328187792843,-0.478572717824157,0.00657276995305164
-0.599369767477669,-0.552210391170077,0.00751173708920188
-0.529497181129874,-0.624301847892751,0.00845070422535211
-0.458605624821711,-0.694881225580618,0.00938967136150235
-0.386887487098702,-0.763892887317901,0.0103286384976526
-0.31434045432748,-0.831275565556685,0.0112676056338028
-0.241048974775141,-0.897014443486699,0.0122065727699531
-0.167001287954115,-0.961115964400006,0.0131455399061033
-0.0924040922926634,-1.02352907803211,0.0140845070422535
-0.0172742930206244,-1.0842163040281,0.0150234741784038
0.0583620995504324,-1.14310329911788,0.015962441314554
0.134412386032952,-1.20012074601122,0.0169014084507042
0.210724071612577,-1.25531462505603,0.0178403755868545
0.287165827765177,-1.30859855469275,0.0187793427230047
0.363710581870266,-1.35995161986989,0.0197183098591549
0.440171096945185,-1.40926850570786,0.0206572769953052
0.516545906223235,-1.45658560422007,0.0215962441314554
0.592662807116729,-1.50182238474991,0.0225352112676056
0.668416629683926,-1.54488290233953,0.0234741784037559
0.743729797835659,-1.58563413980054,0.0244131455399061
0.818534881522417,-1.62404355009307,0.0253521126760563
0.892727372158797,-1.66001985095494,0.0262910798122066
0.966025807083051,-1.69347753679438,0.0272300469483568
1.03843858845711,-1.72423354095001,0.028169014084507
1.10980367368194,-1.75232689302894,0.0291079812206573
1.17995930447446,-1.77762255167415,0.0300469483568075
1.2486855804666,-1.79995686894427,0.0309859154929577
1.3158425609001,-1.81931546105186,0.031924882629108
1.38129696417223,-1.83553059725582,0.0328638497652582
1.44484697315498,-1.84851874235912,0.0338028169014084
1.50633230006254,-1.85823104316463,0.0347417840375587
1.56547487378464,-1.86454806939904,0.0356807511737089
1.62227379041474,-1.86738337680078,0.0366197183098592
1.67646479337369,-1.86676423670772,0.0375586854460094
1.72790742491565,-1.86273925832147,0.0384976525821596
1.77644956260182,-1.85519199907045,0.0394366197183099
1.82203479982722,-1.84416378999651,0.0403755868544601
1.86448312462821,-1.82965565143414,0.0413145539906103
1.90369723615835,-1.81172132869222,0.0422535211267606
1.9395883109321,-1.79046612801989,0.0431924882629108
1.97205259343249,-1.76593246171764,0.044131455399061
2.00103589205738,-1.73817304255467,0.0450704225352113
2.02652925371821,-1.70732846659112,0.0460093896713615
2.04848828154761,-1.67348182259267,0.0469483568075117
2.06684730167873,-1.636715779108,0.047887323943662
2.08163289620196,-1.59720285356488,0.0488262910798122
2.09282089241028,-1.55508620988274,0.0497652582159624
2.10040462947472,-1.51051821801191,0.0507042253521127
2.1044615311425,-1.46368646761482,0.0516431924882629
2.10508657328121,-1.41474294358043,0.0525821596244131
2.10235895543109,-1.36391772029639,0.0535211267605634
2.09626646769696,-1.31139736052813,0.0544600938967136
2.08698445970505,-1.25734669711078,0.0553990610328638
2.07456643678924,-1.20197260330793,0.0563380281690141
2.05922841580595,-1.14549933442689,0.0572769953051643
2.04110512425369,-1.08804464752482,0.0582159624413146
2.0203940768202,-1.02987364149359,0.0591549295774648
1.99726998511164,-0.971166423396665,0.060093896713615
1.97186809599465,-0.912168802511098,0.0610328638497653
1.94442586149332,-0.853070609428956,0.0619718309859155
1.91520545536516,-0.794037006199976,0.0629107981220657
1.88449280461147,-0.735277260077195,0.063849765258216
1.85235908682245,-0.676973428458169,0.0647887323943662
1.81914424042424,-0.619320791617199,0.0657276995305164
1.78508905312918,-0.562314656904074,0.0666666666666667
1.75057127290374,-0.506228707926295,0.0676056338028169
1.71571774578769,-0.451059035816345,0.0685446009389671
1.68076950864308,-0.397042448025129,0.0694835680751174
1.6459590387121,-0.344165407319262,0.0704225352112676
1.61154005860034,-0.292502184882477,0.0713615023474178
1.57771485178509,-0.242168345292039,0.0723004694835681
1.54468621004139,-0.193167201265701,0.0732394366197183
1.51263181289003,-0.145481564895287,0.0741784037558685
1.48175479491593,-0.099163152453138,0.0751173708920188
1.45229667541605,-0.054183333299624,0.076056338028169
1.42444985250881,-0.0104935098617503,0.0769953051643192
1.39830068653391,0.0318472499248622,0.0779342723004695
1.37399933639642,0.0729646521150285,0.0788732394366197
1.35178462746486,0.112845979177377,0.07981220657277
1.33176026610592,0.151570887958388,0.0807511737089202
1.31409774778529,0.189140841549203,0.0816901408450704
1.29894335330488,0.225744738990412,0.0826291079812207
1.28637996211997,0.261412996111633,0.0835680751173709
1.27655893298546,0.296239252775106,0.0845070422535211
1.26956538847635,0.330291916818747,0.0854460093896714
1.26549585396417,0.363685848256464,0.0863849765258216
1.26432832392673,0.396544515902704,0.0873239436619718
1.26619237731437,0.428920508869091,0.0882629107981221
1.27114248874912,0.460986599651484,0.0892018779342723
1.27921004389033,0.492784823926021,0.0901408450704225
1.29039163530153,0.524543536089603,0.0910798122065728
1.30470589518269,0.556396783019228,0.092018779342723
1.3221197903487,0.588456339817427,0.0929577464788732
1.34245983043783,0.620847197883338,0.0938967136150235
1.36569922767506,0.653691120551304,0.0948356807511737
1.39173002347798,0.687151541337676,0.0957746478873239
1.4203959794187,0.721308780018939,0.0967136150234742
1.45152067276119,0.75634411239894,0.0976525821596244
1.48493951728194,0.792332491824494,0.0985915492957746
1.52044951846935,0.829444540112328,0.0995305164319249
