Drag (N),Lift (N),Time (s)
-0.740000000000003,4.224,0
-0.829559852426368,4.30155584437298,0.001
-0.919097858132315,4.37917022520731,0.002
-1.00859220591326,4.45690143536917,0.003
-1.09802115525369,4.53480728116213,0.004
-1.18736307081735,4.61294484061324,0.005
-1.27659645591875,4.69137022363624,0.006
-1.36569998464658,4.77013833469064,0.007
-1.45465253231915,4.84930263854977,0.008
-1.54343320396246,4.92891492978403,0.009
-1.63202136051513,5.00902510655641,0.01
-1.72039664247911,5.08968094931805,0.011
-1.80853899075255,5.17092790497976,0.012
-1.89642866439978,5.25280887712317,0.013
-1.98404625513403,5.33536402280088,0.014
-2.07137269831086,5.41863055646015,0.015
-2.15838928025363,5.50264256150774,0.016
-2.24507764175768,5.58743081001631,0.017
-2.33141977764587,5.6730225910537,0.018
-2.41739803227548,5.75944154809635,0.019
-2.5029950909246,5.84670752596748,0.02
-2.58819396701521,5.93483642771809,0.021
-2.67297798515936,6.02384008184633,0.022
-2.75733076004492,6.11372612022627,0.023
-2.8412361712077,6.20449786709265,0.024
-2.92467833376633,6.29615423940231,0.025
-3.00764156522728,6.38868965886659,0.026
-3.09011034849634,6.4820939759218,0.027
-3.17206929126281,6.57635240587708,0.028
-3.2535030819512,6.67144547745048,0.029
-3.33439644246327,6.76734899387528,0.03
-3.41473407795998,6.86403400672895,0.031
-3.49450062395923,6.96146680260747,0.032
-3.57368059104947,7.05960890273756,0.033
-3.6522583075427,7.15841707558896,0.034
-3.73021786041185,7.25784336251793,0.035
-3.8075430348776,7.35783511644294,0.036
-3.88421725302767,7.45833505352201,0.037
-3.9602235118678,7.55928131777061,0.038
-4.03554432121787,7.66060755852818,0.039
-4.11016164187842,7.76224302065051,0.04
-4.18405682450263,7.86411264727453,0.041
-4.25721054961632,7.96613719497219,0.042
-4.32960276923355,8.06823336107949,0.043
-4.40121265051782,8.17031392295791,0.044
-4.47201852193964,8.2722878889153,0.045
-4.54199782237819,8.37406066048564,0.046
-4.61112705361054,8.47553420573826,0.047
-4.67938173662439,8.5766072432598,0.048
-4.74673637218049,8.67717543642555,0.049
-4.81316440603868,8.77713159755052,0.05
-4.87863819924674,8.87636590148534,0.051
-4.94312900387435,8.97476610819786,0.052
-5.00660694455481,9.07221779385744,0.053
-5.06904100617581,9.16860458991678,0.054
-5.13039902803669,9.26380842966411,0.055
