Drag (N),Lift (N),Time (s)
-0.107,0.648,0
-0.0537318761366795,0.46476359600705,0.001
-0.00046439400077653,0.281672773031337,0.002
0.0528017191896606,0.0988729530150403,0.003
0.106065565576267,-0.0834907600856795,0.004
0.159325992191603,-0.2652737388832,0.005
0.212581507509404,-0.446331990647687,0.006
0.265830199349022,-0.626522314737544,0.007
0.319069654465461,-0.805702459204561,0.008
0.372296880151599,-0.98373127640614,0.009
0.425508228173517,-1.16046887745562,0.01
0.47869932135318,-1.33577678534016,0.011
0.531864983105178,-1.50951808653407,0.012
0.584999170225719,-1.68155758093354,0.013
0.638094909222715,-1.85176192993687,0.014
0.691144236465486,-2.01999980249236,0.015
0.744138142421468,-2.18614201893399,0.016
0.797066520235314,-2.35006169242286,0.017
0.84991811889287,-2.51163436781059,0.018
0.902680501198881,-2.67073815773874,0.019
0.955340006782774,-2.82725387578668,0.02
1.00788172033162,-2.98106516647848,0.021
1.06028944523335,-3.13205863195809,0.022
1.11254568279671,-3.2801239551407,0.023
1.16463161719675,-3.42515401914725,0.024
1.21652710627695,-3.56704502282851,0.025
1.26821067832022,-3.70569659218463,0.026
1.31965953488163,-3.84101188748646,0.027
1.3708495597563,-3.97289770590529,0.028
1.42175533413534,-4.1012645794589,0.029
1.47235015798207,-4.22602686808327,0.03
1.52260607763989,-4.34710284764156,0.031
1.57249391966129,-4.46441479268472,0.032
1.62198333082638,-4.57788905378149,0.033
1.67104282429686,-4.68745612923977,0.034
1.71963983182971,-4.79305073104589,0.035
1.76774076195234,-4.89461184485422,0.036
1.81531106397918,-4.99208278386558,0.037
1.86231529772712,-5.08541123644005,0.038
1.90871720876551,-5.17454930729783,0.039
1.95447980901445,-5.25945355217028,0.04
1.99956546248357,-5.34008500577296,0.041
2.04393597592227,-5.4164092029827,0.042
2.08755269413153,-5.48839619311206,0.043
2.13037659966726,-5.55602054718641,0.044
2.17236841664523,-5.61926135814158,0.045
2.21348871833861,-5.67810223387413,0.046
2.25369803824094,-5.73253128308981,0.047
2.29295698424952,-5.78254109391189,0.048
2.33122635560802,-5.82812870522624,0.049
2.36846726223101,-5.86929557075674,0.05
2.40464124601879,-5.90604751588217,0.051
2.43971040375733,-5.93839468722297,0.052
2.47363751118575,-5.96635149504521,0.053
2.50638614780296,-5.98993654854757,0.054
2.53792082197517,-6.00917258411666,0.055
2.56820709589771,-6.0240863866558,0.056
2.59721170995796,-6.03470870411199,0.057
2.62490270604061,-6.04107415534665,0.058
2.65124954931274,-6.04322113151548,0.059
2.67622324802423,-6.04119169114387,0.06
2.69979647085824,-6.03503144910411,0.061
2.72194366136787,-6.02478945972169,0.062
2.74264114903771,-6.01051809425769,0.063
2.76186725651404,-5.99227291303421,0.064
2.77960240255325,-5.9701125324896,0.065
2.79582920024666,-5.94409848746901,0.066
2.8105325500894,-5.91429508907429,0.067
2.82369972747295,-5.88076927841517,0.068
2.8353204641941,-5.84359047662066,0.069
2.84538702358828,-5.80283043148575,0.07
2.85389426891202,-5.75856306114358,0.071
2.86083972461768,-5.71086429516765,0.072
2.86622363018374,-5.6598119135213,0.073
2.87004898618557,-5.60548538378379,0.074
2.87232159231465,-5.54796569709225,0.075
2.87305007707896,-5.48733520324824,0.076
2.87224591894315,-5.42367744544488,0.077
2.86992345869421,-5.3570769950763,0.078
2.86609990284721,-5.28761928709585,0.079
2.86079531793468,-5.21539045639162,0.08
2.85403261555435,-5.14047717564897,0.081
2.84583752808099,-5.06296649516849,0.082
2.83623857498067,-4.98294568510524,0.083
2.82526701969838,-4.90050208059002,0.084
2.81295681712386,-4.8157229301871,0.085
2.79934455167393,-4.72869524813399,0.086
2.78446936606419,-4.63950567079831,0.087
2.76837288087699,-4.5482403177745,0.088
2.75109910506731,-4.45498465802843,0.089
2.73269433758215,-4.35982338148192,0.09
2.71320706030317,-4.26284027641052,0.091
2.69268782255586,-4.16411811300848,0.092
2.67118911746183,-4.06373853345224,0.093
2.64876525044276,-3.96178194877075,0.094
2.62547220021665,-3.85832744280532,0.095
2.60136747265715,-3.75345268351507,0.096
2.57650994791666,-3.64723384185547,0.097
2.55095972124199,-3.53974551842794,0.098
2.5247779379384,-3.43106067806725,0.099
2.49802662296326,-3.3212505925014,0.1
2.47076850565464,-3.21038479118536,0.101
2.4430668401221,-3.09853102037576,0.102
2.41498522184749,-2.98575521047895,0.103
2.38658740106204,-2.87212145166899,0.104
2.35793709348239,-2.75769197773641,0.105
2.32909778900263,-2.64252715809196,0.106
2.30013255895186,-2.52668549781339,0.107
2.27110386253626,-2.4102236455867,0.108
2.24207335309307,-2.29319640935709,0.109
2.21310168478866,-2.17565677946916,0.11
2.18424832039614,-2.05765595904048,0.111
2.15557134078878,-1.93924340127818,0.112
2.12712725678321,-1.82046685341474,0.113
2.09897082396276,-1.7013724069065,0.114
2.07115486110413,-1.58200455350735,0.115
2.04373007282203,-1.46240624680029,0.116
2.0167448770347,-1.34261896874138,0.117
1.99024523783974,-1.22268280074441,0.118
1.96427450437353,-1.10263649881024,0.119
1.93887325620931,-0.982517572182417,0.12
1.91407915582875,-0.862362364990977,0.121
1.88992680867925,-0.742206140328409,0.122
1.86644763130463,-0.622083166187113,0.123
1.84366972801095,-0.502026802674976,0.124
1.82161777650062,-0.382069589916281,0.125
1.8003129228784,-0.262243336038262,0.126
1.77977268640155,-0.14257920463985,0.127
1.76001087431358,-0.0231078011382876,0.128
1.74103750706697,0.0961407426084621,0.129
1.72285875420519,0.215136686000246,0.13
1.70547688113809,0.333850600302469,0.131
1.68889020700771,0.452253292739712,0.132
1.67309307380402,0.57031573463713,0.133
1.65807582685171,0.688008994153671,0.134
1.64382480675082,0.805304174130191,0.135
1.63032235281504,0.922172355551601,0.136
1.61754681801296,1.03858454709519,0.137
1.60547259537863,1.1545116412075,0.138
1.5940701558198,1.26992437711955,0.139
1.58330609721395,1.38479331117496,0.14
1.57314320464533,1.49908879480771,0.141
1.56354052159949,1.61278096046634,0.142
1.55445343189617,1.7258397157388,0.143
1.54583375210739,1.83823474588813,0.144
1.53762983417352,1.94993552496248,0.145
