Drag (N),Lift (N),Time (s)
0.259,0.513000000000001,0
0.309361642967963,0.481391831585018,0.001
0.359680016115837,0.449800835687195,0.002
0.409911957021919,0.418244208854552,0.003
0.46001451770729,0.386739195654397,0.004
0.509945070973524,0.355303112576403,0.005
0.559661415683474,0.32395337180654,0.006
0.609121880638645,0.292707504826671,0.007
0.658285426711641,0.261583185792855,0.008
0.707111746898323,0.230598254643209,0.009
0.755561363961677,0.199770739883563,0.01
0.8035957253479,0.169118880996269,0.011
0.851177295064801,0.138661150414205,0.012
0.898269642223395,0.108416274998542,0.013
0.944837525955246,0.0784032569550353,0.014
0.99084697643094,0.0486413941196391,0.015
1.03626537171875,0.0191502995401669,0.016
1.08106151023718,-0.0100500797235142,0.017
1.12520567857046,-0.0389394446624718,0.018
1.16866971443256,-0.0674971273308215,0.019
1.21142706458189,-0.0957020748970344,0.02
1.2534528375068,-0.123532834828508,0.021
1.29472385072023,-0.150967541307264,0.022
1.3352186725203,-0.177983902978168,0.023
1.37491765809342,-0.204559192134302,0.024
1.41380297985551,-0.230670235446938,0.025
1.45185865194747,-0.256293406349977,0.026
1.48907054882068,-0.281404619190628,0.027
1.52542641786907,-0.305979325259444,0.028
1.56091588608459,-0.329992510813613,0.029
1.59553046073337,-0.353418697207491,0.03
1.62926352407036,-0.376231943243779,0.031
1.66211032213047,-0.398405849857429,0.032
1.69406794765439,-0.419913567242236,0.033
1.72513531722705,-0.440727804527202,0.034
1.75531314272611,-0.460820842105949,0.035
1.78460389719717,-0.480164546717904,0.036
1.81301177529058,-0.498730389374447,0.037
1.84054264841319,-0.516489466216856,0.038
1.86720401476556,-0.533412522385583,0.039
1.89300494445192,-0.549469978972258,0.04
1.91795601986642,-0.564631963116707,0.041
1.94206927157414,-0.578868341301373,0.042
1.96535810992013,-0.592148755884709,0.043
1.98783725261293,-0.604442664903478,0.044
2.00952264854194,-0.615719385161505,0.045
2.0304313980995,-0.625948138609167,0.046
2.05058167028925,-0.635098102004084,0.047
2.06999261691192,-0.643138459828838,0.048
2.08868428412839,-0.650038460426401,0.049
2.1066775217071,-0.655767475298224,0.05
2.12399389026949,-0.66029506149372,0.051
2.14065556685222,-0.663591027003307,0.052
2.15668524910913,-0.665625499050181,0.053
2.1721060584787,-0.666368995158869,0.054
2.18694144264484,-0.665792496861249,0.055
2.2012150776192,-0.663867525883306,0.056
2.2149507697729,-0.660566222638533,0.057
2.22817235814396,-0.655861426836621,0.058
2.24090361734389,-0.649726759999001,0.059
2.25316816138307,-0.642136709656139,0.06
2.2649893487298,-0.633066714985093,0.061
2.27639018891164,-0.622493253630105,0.062
2.28739325096105,-0.610393929433777,0.063
2.29802057399888,-0.596747560791945,0.064
2.30829358024081,-0.581534269331689,0.065
2.31823299070152,-0.56473556859919,0.066
2.32785874386104,-0.546334452432393,0.067
2.33718991754575,-0.526315482682815,0.068
2.34624465426451,-0.50466487594133,0.069
2.35504009022704,-0.481370588914612,0.07
2.36359228825796,-0.45642240209202,0.071
2.37191617480562,-0.42981200133728,0.072
2.38002548122965,-0.401533057035341,0.073
2.38793268953578,-0.371581300422387,0.074
2.39564898271056,-0.339954596726091,0.075
2.4031841997921,-0.306653014744092,0.076
2.41054679579642,-0.271678892491079,0.077
2.41774380660192,-0.235036898549126,0.078
2.42478081887723,-0.19673408876182,0.079
2.43166194512065,-0.156779957920421,0.08
2.43838980386134,-0.1151864860997,0.081
2.44496550505583,-0.0719681793123312,0.082
2.45138864069496,-0.0271421041635779,0.083
2.45765728061991,0.0192720837972913,0.084
2.4637679735281,0.0672521183161365,0.085
2.46971575313309,0.116773107532901,0.086
2.47549414942575,0.167807526190097,0.087
2.48109520496742,0.220325215179402,0.088
2.48650949612997,0.274293388632336,0.089
2.49172615918165,0.329676648736997,0.09
2.49673292110278,0.386437008437488,0.091
2.50151613500041,0.444533922146096,0.092
2.50606081997698,0.503924324570598,0.093
2.5103507052947,0.564562677730322,0.094
2.51436827866417,0.626401026204937,0.095
2.51809483847371,0.68938906062947,0.096
2.52151054976452,0.753474189417955,0.097
2.52459450374563,0.818601618666348,0.098
2.52732478063306,0.884714440153301,0.099
2.5296785155881,0.951753727324936,0.1
2.53163196752134,1.01965863911723,0.101
2.53316059052161,1.08836653143711,0.102
2.53423910766221,1.15781307609089,0.103
2.53484158693101,1.22793238691655,0.104
2.53494151902608,1.29865715284487,0.105
2.5345118967545,1.36991877758301,0.106
2.53352529576876,1.44164752558393,0.107
2.53195395637287,1.51377267393561,0.108
2.5297698661291,1.58622266977533,0.109
2.52694484299557,1.65892529280698,0.11
2.52345061872545,1.73180782247334,0.111
2.5192589222597,1.80479720931055,0.112
2.51434156284753,1.87782024998882,0.113
2.50867051263162,1.950803765522,0.114
2.50221798843903,2.02367478210881,0.115
2.49495653252328,2.09636071405079,0.116
2.48685909200858,2.168789548176,0.117
2.47789909679334,2.2408900291838,0.118
2.46805053567684,2.31259184531419,0.119
2.457288030481,2.38382581373578,0.12
2.44558690794696,2.45452406503921,0.121
2.43292326919559,2.52462022621804,0.122
2.41927405655048,2.59404960151625,0.123
2.40461711753209,2.66274935052185,0.124
2.3889312658426,2.73065866288789,0.125
2.37219633917212,2.79771892906724,0.126
2.35439325366881,2.86387390645442,0.127
2.33550405492746,2.92906988033732,0.128
2.31551196536377,2.99325581907385,0.129
2.29440142785442,3.05638352292246,0.13
2.27215814553627,3.11840776597258,0.131
2.24876911767171,3.17928643063949,0.132
2.22422267150054,3.23898063420968,0.133
2.19850849001316,3.29745484694554,0.134
2.17161763559369,3.35467700128409,0.135
2.14354256949566,3.410618591691,0.136
2.11427716712767,3.46525476476106,0.137
2.08381672914012,3.51856439918635,0.138
2.05215798831865,3.5705301752464,0.139
2.01929911230409,3.6211386335083,0.14
1.98523970217267,3.67038022246021,0.141
1.94998078692418,3.71824933483816,0.142
1.91352481393938,3.76474433244391,0.143
1.87587563548166,3.80986755928997,0.144
1.83703849133078,3.8536253429475,0.145
1.79701998764964,3.89602798401266,0.146
1.75582807219731,3.93708973364755,0.147
1.71347200601388,3.97682875919266,0.148
1.66996233171411,4.01526709788859,0.149
1.62531083853813,4.05243059878588,0.15
1.57953052431814,4.08834885296229,0.151
1.53263555453009,4.12305511220754,0.152
1.48464121860904,4.1565861963751,0.153
1.43556388371557,4.18898238964006,0.154
1.38542094614916,4.2202873259405,0.155
1.33423078061201,4.25054786391696,0.156
1.2820126875336,4.2798139517013,0.157
1.22878683867274,4.3081384819411,0.158
1.17457422121908,4.33557713747932,0.159
1.11939658062105,4.36218822814137,0.16
1.06327636237087,4.38803251911201,0.161
1.00623665298054,4.41317305141336,0.162
0.948301120385154,4.43767495502224,0.163
0.88949395401108,4.46160525518974,0.164
0.829839804747538,4.48503267254929,0.165
0.769363725059668,4.50802741761957,0.166
0.708091109480285,4.5306609803278,0.167
0.646047635715561,4.5530059151948,0.168
0.583259206597143,4.57513562283728,0.169
0.519751893109608,4.59712412845457,0.17
0.455551878717676,4.61904585797599,0.171
0.390685405212353,4.64097541255202,0.172
0.32517872028899,4.6629873420767,0.173
0.259058027063321,4.68515591843085,0.174
0.192349435723792,4.70755490913498,0.175
0.125078917509921,4.73025735209811,0.176
0.0572722611971478,4.75333533214342,0.177
-0.0110449677414279,4.77685975998417,0.178
-0.0798474651367783,4.80090015431345,0.179
-0.149110223140966,4.82552442765932,0.18
-0.218808562123352,4.85079867664262,0.181
-0.288918159322603,4.87678697725865,0.182
-0.359415074144433,4.90355118578523,0.183
-0.430275770008788,4.93115074589994,0.184
-0.501477132664553,4.95964250256686,0.185
-0.572996484904604,4.98908052322953,0.186
-0.644811597629199,5.01951592682173,0.187
-0.716900697221211,5.05099672108009,0.188
-0.789242469212529,5.08356764861521,0.189
-0.861816058236998,5.11727004216753,0.19
-0.934601064281484,5.15214168944414,0.191
-1.00757753526305,5.18821670790049,0.192
-1.08072595597659,5.22552542979886,0.193
-1.15402723347375,5.26409429784155,0.194
-1.22746267895032,5.30394577164314,0.195
-1.30101398623544,5.34509824527138,0.196
-1.37466320699215,5.3875659760515,0.197
-1.44839272275451,5.43135902479352,0.198
-1.52218521394199,5.476483207567,0.199
-1.59602362600705,5.52294005911215,0.2
-1.66989113288625,5.57072680794135,0.201
-1.74377109793957,5.61983636315023,0.202
-1.81764703257605,5.67025731292261,0.203
-1.89150255277685,5.72197393468019,0.204
-1.96532133373884,5.7749662167937,0.205
-2.03908706287359,5.82920989174017,0.206
-2.1127833914069,5.88467648055841,0.207
-2.18639388483403,5.94133334842419,0.208
-2.25990197249441,5.99914377113619,0.209
-2.33329089653745,6.05806701227483,0.21
-2.40654366055806,6.11805841076827,0.211
-2.47964297818583,6.17906947857291,0.212
-2.55257122191685,6.24104800815047,0.213
-2.62531037248028,6.30393818939943,0.214
-2.69784196903405,6.36768073567583,0.215
-2.77014706048537,6.43221301851727,0.216
-2.84220615823124,6.49746921066345,0.217
-2.91399919061282,6.56338043694896,0.218
-2.98550545937472,6.62987493262627,0.219
-3.05670359841633,6.69687820866186,0.22
-3.12757153511695,6.76431322353445,0.221
-3.19808645450973,6.8321005610519,0.222
-3.26822476657181,6.90015861369224,0.223
