0.000000000000000000e+00,0.000000000000000000e+00
6.197110512283102679e+01,7.499999999999999722e-03
2.764207453747058896e+00,1.499999999999999944e-02
2.131716548619901008e+00,2.249999999999999917e-02
1.190814713289081173e+00,2.999999999999999889e-02
1.636720021136053305e-01,3.749999999999999861e-02
-8.220095554082558209e-01,4.499999999999999833e-02
-1.774044865998412712e+00,5.249999999999999806e-02
-2.701308299399815205e+00,5.999999999999999778e-02
-3.610638938814682675e+00,6.750000000000000444e-02
-4.506051427400699083e+00,7.499999999999999722e-02
-5.389215359734924604e+00,8.249999999999999001e-02
-6.260089897309193852e+00,8.999999999999999667e-02
-7.117474162132366722e+00,9.750000000000000333e-02
-7.959389745011228534e+00,1.049999999999999961e-01
-8.783380026817253494e+00,1.124999999999999889e-01
-9.586794717000435284e+00,1.199999999999999956e-01
-1.036710849984174665e+01,1.275000000000000022e-01
-1.112222552488242933e+01,1.350000000000000089e-01
-1.185060424909802279e+01,1.424999999999999878e-01
-1.255109723770925356e+01,1.499999999999999944e-01
-1.322263583390444985e+01,1.575000000000000011e-01
-1.386401791595010913e+01,1.649999999999999800e-01
-1.447391017451695028e+01,1.724999999999999867e-01
-1.505096961910009767e+01,1.799999999999999933e-01
-1.559394779463167247e+01,1.875000000000000000e-01
-1.610172291114943022e+01,1.950000000000000067e-01
-1.657328063772997950e+01,2.024999999999999856e-01
-1.700768522806549043e+01,2.099999999999999922e-01
-1.740406635606534991e+01,2.174999999999999989e-01
-1.776162376648567331e+01,2.249999999999999778e-01
-1.807963927695473672e+01,2.324999999999999845e-01
-1.835748588272232595e+01,2.399999999999999911e-01
-1.859463024010949894e+01,2.474999999999999978e-01
-1.879063056773196294e+01,2.550000000000000044e-01
-1.894513366987730763e+01,2.625000000000000111e-01
-1.905787315581536845e+01,2.700000000000000178e-01
-1.912866876278149419e+01,2.774999999999999689e-01
-1.915742591649684456e+01,2.849999999999999756e-01
-1.914413512697716158e+01,2.924999999999999822e-01
-1.908887132000281284e+01,2.999999999999999889e-01
-1.899179318835872721e+01,3.074999999999999956e-01
-1.885314248233254375e+01,3.150000000000000022e-01
-1.867324318460008215e+01,3.225000000000000089e-01
-1.845250055699683145e+01,3.299999999999999600e-01
-1.819139995992801317e+01,3.374999999999999667e-01
-1.789050539327669753e+01,3.449999999999999734e-01
-1.755045808241764860e+01,3.524999999999999800e-01
-1.717197577208825976e+01,3.599999999999999867e-01
-1.675585316397383551e+01,3.674999999999999933e-01
-1.630296316255583022e+01,3.750000000000000000e-01
-1.581425788828698131e+01,3.825000000000000067e-01
-1.529076833877133268e+01,3.900000000000000133e-01
-1.473360216463330730e+01,3.974999999999999645e-01
