8.471829117793954200e-01,1.481966466747409328e+01,0.000000000000000000e+00
-1.981281937145460553e-02,1.374929604687868123e-01,5.000000000000000104e-04
-1.871287791029114730e-02,1.160652875495484376e-01,1.000000000000000021e-03
-1.799370599293031309e-02,8.993278089318353097e-02,1.500000000000000031e-03
-1.724334290350564361e-02,6.625174979765585670e-02,2.000000000000000042e-03
-1.657477660636126615e-02,4.322574083354059626e-02,2.500000000000000052e-03
-1.600098197734727348e-02,2.072294886990619367e-02,3.000000000000000062e-03
-1.553459196734150762e-02,-1.402810420486542281e-03,3.500000000000000073e-03
-1.518239353967928279e-02,-2.321411474478082479e-02,4.000000000000000083e-03
-1.494847669273125998e-02,-4.473986415464684119e-02,4.500000000000000527e-03
-1.483592230307454428e-02,-6.600324826823918134e-02,5.000000000000000104e-03
-1.484668813929539144e-02,-8.701809314294574327e-02,5.499999999999999681e-03
-1.498185642340750176e-02,-1.077920148771634168e-01,6.000000000000000125e-03
-1.524189115529482781e-02,-1.283300122415624578e-01,6.500000000000000569e-03
-1.562671769906327432e-02,-1.486351382521729769e-01,7.000000000000000146e-03
-1.613578238613523619e-02,-1.687089124554928821e-01,7.499999999999999722e-03
-1.676811979264032290e-02,-1.885519333420306309e-01,8.000000000000000167e-03
-1.752244426148605316e-02,-2.081649367282621121e-01,8.500000000000000611e-03
-1.839707459779130541e-02,-2.275470764811900470e-01,9.000000000000001055e-03
-1.939001058447136633e-02,-2.466968416018098520e-01,9.499999999999999764e-03
-2.049900670550452997e-02,-2.656129424486403101e-01,1.000000000000000021e-02
-2.172156985154557324e-02,-2.842939279633108773e-01,1.050000000000000065e-02
-2.305499608411896301e-02,-3.027384835649955530e-01,1.099999999999999936e-02
-2.449666803926715472e-02,-3.209500890607581702e-01,1.149999999999999981e-02
-2.604412937605755235e-02,-3.389377830513840006e-01,1.200000000000000025e-02
-2.769197717706035206e-02,-3.566639633286392552e-01,1.250000000000000069e-02
-2.943743214583868437e-02,-3.741384206810255963e-01,1.300000000000000114e-02
-3.127743172240723263e-02,-3.913683502155292926e-01,1.349999999999999985e-02
-3.320821451838659039e-02,-4.083511297970701115e-01,1.400000000000000029e-02
-3.522595970468954396e-02,-4.250850715403076130e-01,1.450000000000000074e-02
-3.732680209957969092e-02,-4.415694473528177788e-01,1.499999999999999944e-02
-3.950378995055434106e-02,-4.577513710411284520e-01,1.549999999999999989e-02
-4.171817566951886019e-02,-4.730255266511576018e-01,1.600000000000000033e-02
-4.404661033541874826e-02,-4.887933306954741486e-01,1.650000000000000078e-02
-4.643836668539032958e-02,-5.042470464325257140e-01,1.700000000000000122e-02
-4.889237290022933891e-02,-5.194406806659234155e-01,1.750000000000000167e-02
-5.140480681093975712e-02,-5.343807038333432402e-01,1.800000000000000211e-02
-5.397121600199359520e-02,-5.490631205588611952e-01,1.849999999999999908e-02
-5.658724081842445019e-02,-5.634859133021490329e-01,1.899999999999999953e-02
